Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month Name,Quarter,Day Name,Profit Margin
2024-08-13,Printer,Office,South,6,6276,1396.25,2024,8,August,3,Tuesday,22.2474506054812
2023-01-13,Mouse,Accessories,East,7,7966,955.8,2023,1,January,1,Friday,11.99849359779061
2023-03-14,Headphones,Accessories,East,8,4200,854.89,2023,3,March,1,Tuesday,20.35452380952381
2024-05-17,Laptop,Electronics,East,7,455,80.0,2024,5,May,2,Friday,17.582417582417584
2024-10-15,Keyboard,Accessories,South,8,5040,465.36,2024,10,October,4,Tuesday,9.233333333333334
2023-09-11,Mouse,Accessories,East,1,856,87.69,2023,9,September,3,Monday,10.244158878504672
2023-07-20,Monitor,Accessories,West,5,5230,385.77,2023,7,July,3,Thursday,7.376099426386233
2022-03-19,Laptop,Electronics,South,5,4635,769.03,2022,3,March,1,Saturday,16.59180151024811
2024-12-07,Laptop,Electronics,East,6,5508,360.28,2024,12,December,4,Saturday,6.541031227305736
2023-06-06,Smartphone,Electronics,North,1,258,27.01,2023,6,June,2,Tuesday,10.468992248062015
2023-07-13,Smartphone,Electronics,East,1,677,88.41,2023,7,July,3,Thursday,13.059084194977844
2023-07-10,Monitor,Accessories,West,5,4545,755.05,2023,7,July,3,Monday,16.61276127612761
2024-09-09,Smartphone,Electronics,South,5,4370,1255.36,2024,9,September,3,Monday,28.72677345537757
2023-01-06,Keyboard,Accessories,East,3,372,57.51,2023,1,January,1,Friday,15.45967741935484
2024-09-05,Camera,Electronics,West,9,3177,629.96,2024,9,September,3,Thursday,19.82876927919421
2023-04-19,Printer,Office,South,7,1659,127.48,2023,4,April,2,Wednesday,7.684147076552141
2023-04-20,Tablet,Electronics,South,3,3360,759.31,2023,4,April,2,Thursday,22.598511904761903
2023-03-02,Smartphone,Electronics,West,2,1132,290.56,2023,3,March,1,Thursday,25.6678445229682
2024-10-05,Smartwatch,Electronics,East,5,1815,468.62,2024,10,October,4,Saturday,25.81928374655648
2023-11-11,Mouse,Accessories,North,1,459,125.19,2023,11,November,4,Saturday,27.27450980392157
2023-11-15,Smartphone,Electronics,West,1,1128,73.74,2023,11,November,4,Wednesday,6.537234042553192
2024-10-30,Monitor,Accessories,East,6,1170,104.63,2024,10,October,4,Wednesday,8.942735042735043
2022-08-01,Smartwatch,Electronics,North,5,4420,380.69,2022,8,August,3,Monday,8.61289592760181
2024-02-29,Smartphone,Electronics,West,6,456,69.15,2024,2,February,1,Thursday,15.164473684210527
2024-02-25,Tablet,Electronics,North,2,1458,154.79,2024,2,February,1,Sunday,10.616598079561042
2024-06-24,Monitor,Accessories,West,7,2989,197.58,2024,6,June,2,Monday,6.610237537638007
2024-12-20,Camera,Electronics,North,4,3424,845.68,2024,12,December,4,Friday,24.69859813084112
2024-10-14,Mouse,Accessories,West,2,1226,124.25,2024,10,October,4,Monday,10.13458401305057
2024-11-16,Laptop,Electronics,North,8,6760,1097.63,2024,11,November,4,Saturday,16.237130177514793
2023-09-25,Smartphone,Electronics,West,1,111,13.61,2023,9,September,3,Monday,12.26126126126126
2023-06-09,Printer,Office,North,5,3275,222.29,2023,6,June,2,Friday,6.787480916030535
2024-09-08,Headphones,Accessories,North,3,2508,498.69,2024,9,September,3,Sunday,19.88397129186603
2024-09-01,Keyboard,Accessories,South,8,904,202.35,2024,9,September,3,Sunday,22.38384955752212
2024-09-05,Printer,Office,West,3,1506,427.84,2024,9,September,3,Thursday,28.40903054448871
2022-10-23,Smartphone,Electronics,South,3,987,97.01,2022,10,October,4,Sunday,9.828774062816615
2022-01-29,Smartphone,Electronics,East,7,2968,728.94,2022,1,January,1,Saturday,24.559973045822105
2022-03-17,Mouse,Accessories,South,5,4200,746.86,2022,3,March,1,Thursday,17.78238095238095
2024-01-16,Smartwatch,Electronics,North,5,1645,313.66,2024,1,January,1,Tuesday,19.067477203647417
2024-11-25,Printer,Office,East,3,3282,492.59,2024,11,November,4,Monday,15.00883607556368
2022-02-13,Headphones,Accessories,East,9,4914,1160.45,2022,2,February,1,Sunday,23.61518111518112
2023-03-30,Laptop,Electronics,North,6,3924,762.96,2023,3,March,1,Thursday,19.4434250764526
2023-09-12,Headphones,Accessories,South,6,420,65.62,2023,9,September,3,Tuesday,15.623809523809523
2024-06-28,Printer,Office,West,4,1544,106.02,2024,6,June,2,Friday,6.866580310880829
2022-08-29,Headphones,Accessories,East,2,2046,233.47,2022,8,August,3,Monday,11.411045943304009
2023-11-22,Headphones,Accessories,West,2,1548,157.48,2023,11,November,4,Wednesday,10.17312661498708
2023-05-10,Keyboard,Accessories,North,4,3184,478.27,2023,5,May,2,Wednesday,15.02104271356784
2024-10-17,Printer,Office,South,5,3385,774.86,2024,10,October,4,Thursday,22.89098966026588
2023-10-11,Monitor,Accessories,North,1,59,10.32,2023,10,October,4,Wednesday,17.491525423728817
2024-05-18,Monitor,Accessories,South,8,5976,1016.99,2024,5,May,2,Saturday,17.01790495314592
2023-01-30,Mouse,Accessories,West,3,1791,122.5,2023,1,January,1,Monday,6.839754327191513
2023-01-13,Smartwatch,Electronics,West,2,1644,189.32,2023,1,January,1,Friday,11.51581508515815
2024-05-17,Tablet,Electronics,West,8,6584,544.62,2024,5,May,2,Friday,8.271871202916161
2022-08-03,Headphones,Accessories,East,5,1620,325.87,2022,8,August,3,Wednesday,20.11543209876543
2024-02-06,Mouse,Accessories,West,9,2736,407.22,2024,2,February,1,Tuesday,14.883771929824563
2024-04-11,Monitor,Accessories,South,4,1064,274.47,2024,4,April,2,Thursday,25.79605263157895
2024-06-18,Camera,Electronics,South,7,2667,363.5,2024,6,June,2,Tuesday,13.629546306711662
2023-04-03,Headphones,Accessories,South,3,735,217.79,2023,4,April,2,Monday,29.6312925170068
2024-12-18,Laptop,Electronics,East,1,58,11.25,2024,12,December,4,Wednesday,19.39655172413793
2023-04-25,Camera,Electronics,South,7,3136,850.3,2023,4,April,2,Tuesday,27.114158163265305
2023-09-17,Mouse,Accessories,East,4,3936,374.34,2023,9,September,3,Sunday,9.510670731707316
2022-11-23,Smartphone,Electronics,East,9,6102,947.91,2022,11,November,4,Wednesday,15.53441494591937
2024-05-17,Smartphone,Electronics,North,8,9408,552.44,2024,5,May,2,Friday,5.87202380952381
2022-12-14,Mouse,Accessories,South,9,7875,1243.56,2022,12,December,4,Wednesday,15.791238095238096
2024-10-13,Keyboard,Accessories,North,9,9900,576.8,2024,10,October,4,Sunday,5.826262626262626
2024-10-16,Keyboard,Accessories,North,2,430,114.91,2024,10,October,4,Wednesday,26.72325581395349
2023-09-18,Mouse,Accessories,South,3,813,238.1,2023,9,September,3,Monday,29.286592865928657
2023-12-09,Camera,Electronics,South,4,4176,980.11,2023,12,December,4,Saturday,23.470067049808428
2023-10-02,Camera,Electronics,South,4,3084,348.38,2023,10,October,4,Monday,11.296368352788583
2022-03-31,Mouse,Accessories,West,7,8008,1593.65,2022,3,March,1,Thursday,19.90072427572428
2024-06-12,Smartwatch,Electronics,South,4,4608,963.5,2024,6,June,2,Wednesday,20.909288194444446
2024-06-16,Headphones,Accessories,West,4,4356,614.62,2024,6,June,2,Sunday,14.10973370064279
2023-09-04,Printer,Office,South,1,566,169.17,2023,9,September,3,Monday,29.8886925795053
2022-12-02,Laptop,Electronics,East,7,945,75.21,2022,12,December,4,Friday,7.958730158730158
2022-11-12,Smartwatch,Electronics,North,4,2200,484.33,2022,11,November,4,Saturday,22.015
2024-12-30,Mouse,Accessories,North,1,746,131.25,2024,12,December,4,Monday,17.593833780160857
2024-12-06,Monitor,Accessories,East,5,3505,678.18,2024,12,December,4,Friday,19.348930099857345
2024-05-26,Monitor,Accessories,East,5,4795,819.12,2024,5,May,2,Sunday,17.08279457768509
2024-10-20,Monitor,Accessories,North,5,4590,650.05,2024,10,October,4,Sunday,14.16230936819172
2023-05-04,Monitor,Accessories,North,4,2092,467.02,2023,5,May,2,Thursday,22.324091778202675
2024-05-09,Mouse,Accessories,South,8,3568,334.13,2024,5,May,2,Thursday,9.364630044843048
2023-12-07,Smartphone,Electronics,West,9,10404,2028.21,2023,12,December,4,Thursday,19.494521337946946
2022-12-10,Printer,Office,South,9,7029,1005.58,2022,12,December,4,Saturday,14.306160193484136
2022-11-21,Laptop,Electronics,West,8,664,126.6,2022,11,November,4,Monday,19.06626506024097
2024-11-20,Tablet,Electronics,West,3,1923,274.0,2024,11,November,4,Wednesday,14.248569942797712
2022-11-30,Printer,Office,West,7,2471,566.51,2022,11,November,4,Wednesday,22.926345609065155
2024-01-03,Smartphone,Electronics,North,2,258,64.12,2024,1,January,1,Wednesday,24.85271317829457
2024-10-29,Smartwatch,Electronics,East,9,1134,267.26,2024,10,October,4,Tuesday,23.567901234567906
2024-09-24,Headphones,Accessories,East,5,855,238.83,2024,9,September,3,Tuesday,27.933333333333334
2024-04-09,Smartwatch,Electronics,West,9,3231,670.85,2024,4,April,2,Tuesday,20.762921696069327
2024-09-05,Tablet,Electronics,South,7,3591,266.59,2024,9,September,3,Thursday,7.423837371205791
2024-02-03,Camera,Electronics,East,2,254,20.48,2024,2,February,1,Saturday,8.062992125984252
2023-03-17,Smartphone,Electronics,South,5,5930,1193.32,2023,3,March,1,Friday,20.12344013490725
2024-07-15,Headphones,Accessories,West,2,1344,297.99,2024,7,July,3,Monday,22.171875000000004
2023-03-20,Laptop,Electronics,East,1,920,98.31,2023,3,March,1,Monday,10.685869565217391
2022-08-28,Printer,Office,North,9,5454,385.51,2022,8,August,3,Sunday,7.068390172350568
2022-12-01,Laptop,Electronics,West,8,9512,663.23,2022,12,December,4,Thursday,6.972560975609757
2023-01-21,Mouse,Accessories,North,4,2972,827.46,2023,1,January,1,Saturday,27.841857335127862
2024-05-23,Smartwatch,Electronics,West,3,3360,465.02,2024,5,May,2,Thursday,13.83988095238095
2022-10-24,Tablet,Electronics,West,4,1004,240.13,2022,10,October,4,Monday,23.917330677290835
2024-12-25,Headphones,Accessories,West,2,1944,332.55,2024,12,December,4,Wednesday,17.10648148148148
2023-09-18,Monitor,Accessories,East,5,5055,1200.09,2023,9,September,3,Monday,23.74065281899109
2022-07-18,Smartwatch,Electronics,West,2,128,8.33,2022,7,July,3,Monday,6.5078125
2024-03-09,Smartphone,Electronics,East,3,633,163.03,2024,3,March,1,Saturday,25.755134281200636
2022-12-14,Printer,Office,South,3,2523,506.7,2022,12,December,4,Wednesday,20.08323424494649
2023-11-06,Printer,Office,West,1,196,39.6,2023,11,November,4,Monday,20.20408163265306
2022-02-11,Printer,Office,East,9,4212,552.96,2022,2,February,1,Friday,13.128205128205128
2024-03-28,Monitor,Accessories,North,1,63,17.29,2024,3,March,1,Thursday,27.444444444444443
2023-07-02,Mouse,Accessories,South,8,2752,394.66,2023,7,July,3,Sunday,14.340843023255816
2024-11-11,Mouse,Accessories,West,3,1989,419.61,2024,11,November,4,Monday,21.09653092006033
2024-03-09,Laptop,Electronics,East,8,8032,466.19,2024,3,March,1,Saturday,5.804158366533865
2022-01-21,Tablet,Electronics,South,6,3702,407.34,2022,1,January,1,Friday,11.0032414910859
2022-10-17,Smartwatch,Electronics,East,8,456,90.24,2022,10,October,4,Monday,19.789473684210527
2023-02-10,Camera,Electronics,West,7,5355,1143.16,2023,2,February,1,Friday,21.347525676937444
2024-03-04,Camera,Electronics,West,1,972,261.91,2024,3,March,1,Monday,26.945473251028808
2022-01-08,Headphones,Accessories,South,5,3290,797.82,2022,1,January,1,Saturday,24.249848024316112
2022-11-24,Laptop,Electronics,East,1,735,139.31,2022,11,November,4,Thursday,18.95374149659864
2024-10-24,Tablet,Electronics,North,3,3336,798.26,2024,10,October,4,Thursday,23.928657074340528
2022-10-03,Keyboard,Accessories,West,3,2082,346.53,2022,10,October,4,Monday,16.64409221902017
2024-07-18,Keyboard,Accessories,East,2,1340,129.89,2024,7,July,3,Thursday,9.69328358208955
2022-03-13,Laptop,Electronics,East,5,1160,227.13,2022,3,March,1,Sunday,19.580172413793104
2024-09-21,Monitor,Accessories,East,4,1272,299.84,2024,9,September,3,Saturday,23.572327044025155
2022-01-14,Printer,Office,West,3,2817,588.47,2022,1,January,1,Friday,20.8899538516152
2024-03-05,Monitor,Accessories,East,3,1464,264.67,2024,3,March,1,Tuesday,18.078551912568308
2023-02-13,Headphones,Accessories,West,1,307,60.51,2023,2,February,1,Monday,19.710097719869708
2022-10-01,Tablet,Electronics,West,6,5706,1306.92,2022,10,October,4,Saturday,22.904311251314407
2024-05-25,Headphones,Accessories,North,1,1112,100.47,2024,5,May,2,Saturday,9.035071942446043
2023-07-15,Keyboard,Accessories,West,1,1147,133.48,2023,7,July,3,Saturday,11.637314734088926
2023-02-11,Laptop,Electronics,North,2,330,66.57,2023,2,February,1,Saturday,20.17272727272727
2023-07-12,Monitor,Accessories,North,4,2176,250.89,2023,7,July,3,Wednesday,11.529871323529411
2022-03-19,Headphones,Accessories,South,7,7616,1317.79,2022,3,March,1,Saturday,17.302914915966387
2024-07-16,Printer,Office,North,1,1091,258.3,2024,7,July,3,Tuesday,23.67552703941338
2024-04-03,Tablet,Electronics,East,2,1026,279.76,2024,4,April,2,Wednesday,27.267056530214425
2024-11-17,Tablet,Electronics,West,2,210,42.04,2024,11,November,4,Sunday,20.01904761904762
2022-09-17,Printer,Office,North,2,180,10.78,2022,9,September,3,Saturday,5.988888888888889
2024-09-12,Tablet,Electronics,North,4,380,72.88,2024,9,September,3,Thursday,19.17894736842105
2023-08-13,Monitor,Accessories,West,8,7664,1580.55,2023,8,August,3,Sunday,20.62304279749478
2022-10-22,Smartphone,Electronics,East,8,6056,1029.9,2022,10,October,4,Saturday,17.00627476882431
2022-01-28,Mouse,Accessories,North,6,606,104.52,2022,1,January,1,Friday,17.247524752475247
2024-03-30,Monitor,Accessories,North,3,750,193.86,2024,3,March,1,Saturday,25.84800000000001
2024-12-11,Printer,Office,East,2,1218,218.88,2024,12,December,4,Wednesday,17.970443349753694
2023-03-26,Laptop,Electronics,West,2,2162,355.45,2023,3,March,1,Sunday,16.440795559666974
2023-03-13,Headphones,Accessories,East,9,2223,347.01,2023,3,March,1,Monday,15.609986504723349
2023-09-19,Smartphone,Electronics,West,7,4452,920.05,2023,9,September,3,Tuesday,20.665992812219223
2022-02-08,Printer,Office,West,1,184,50.19,2022,2,February,1,Tuesday,27.27717391304348
2022-04-05,Headphones,Accessories,North,3,288,77.38,2022,4,April,2,Tuesday,26.868055555555557
2024-01-24,Camera,Electronics,West,2,834,150.12,2024,1,January,1,Wednesday,18.0
2023-08-20,Keyboard,Accessories,East,5,4025,923.17,2023,8,August,3,Sunday,22.93590062111801
2023-09-08,Headphones,Accessories,West,7,4732,1084.28,2023,9,September,3,Friday,22.913778529163142
2022-05-19,Headphones,Accessories,West,5,4025,407.72,2022,5,May,2,Thursday,10.12968944099379
2023-07-15,Printer,Office,South,8,2416,500.93,2023,7,July,3,Saturday,20.73385761589404
2024-03-16,Tablet,Electronics,North,7,1897,524.69,2024,3,March,1,Saturday,27.658935160780185
2022-04-16,Mouse,Accessories,East,4,840,190.13,2022,4,April,2,Saturday,22.63452380952381
2022-01-02,Mouse,Accessories,North,8,6600,360.45,2022,1,January,1,Sunday,5.461363636363636
2022-10-20,Laptop,Electronics,West,2,2362,342.27,2022,10,October,4,Thursday,14.490685859441152
2024-02-04,Headphones,Accessories,South,6,2958,577.27,2024,2,February,1,Sunday,19.51555104800541
2024-03-22,Tablet,Electronics,East,1,477,56.49,2024,3,March,1,Friday,11.842767295597485
2022-06-04,Keyboard,Accessories,North,3,942,84.8,2022,6,June,2,Saturday,9.00212314225053
2023-01-21,Camera,Electronics,East,2,2084,586.72,2023,1,January,1,Saturday,28.15355086372361
2023-08-16,Tablet,Electronics,West,6,4584,473.37,2023,8,August,3,Wednesday,10.326570680628272
2022-05-28,Printer,Office,East,1,1118,319.28,2022,5,May,2,Saturday,28.55813953488372
2024-04-30,Mouse,Accessories,North,9,4005,652.15,2024,4,April,2,Tuesday,16.283395755305868
2024-03-04,Smartwatch,Electronics,East,5,4610,1293.37,2024,3,March,1,Monday,28.055748373101952
2024-10-14,Keyboard,Accessories,South,1,551,86.84,2024,10,October,4,Monday,15.76043557168784
2022-08-05,Printer,Office,West,1,75,19.29,2022,8,August,3,Friday,25.72
2023-12-19,Mouse,Accessories,South,6,6576,1899.67,2023,12,December,4,Tuesday,28.88792579075426
2023-03-26,Printer,Office,North,6,6432,1410.52,2023,3,March,1,Sunday,21.9297263681592
2022-08-08,Headphones,Accessories,South,7,7763,1444.27,2022,8,August,3,Monday,18.604534329511782
2024-03-02,Monitor,Accessories,East,7,2240,622.29,2024,3,March,1,Saturday,27.78080357142857
2022-12-04,Headphones,Accessories,East,6,5298,1209.88,2022,12,December,4,Sunday,22.83654209135523
2023-07-15,Smartwatch,Electronics,North,2,116,32.27,2023,7,July,3,Saturday,27.818965517241384
2022-02-02,Tablet,Electronics,East,8,6728,1140.19,2022,2,February,1,Wednesday,16.94693816884661
2022-12-02,Monitor,Accessories,North,5,490,55.59,2022,12,December,4,Friday,11.344897959183674
2024-01-26,Monitor,Accessories,North,7,2765,699.86,2024,1,January,1,Friday,25.31139240506329
2022-04-21,Smartphone,Electronics,West,8,2680,598.97,2022,4,April,2,Thursday,22.34962686567164
2023-08-19,Camera,Electronics,East,2,2174,335.37,2023,8,August,3,Saturday,15.426402943882245
2024-04-11,Monitor,Accessories,North,9,5562,1258.12,2024,4,April,2,Thursday,22.61992089176555
2022-09-27,Smartphone,Electronics,East,8,9208,2595.33,2022,9,September,3,Tuesday,28.185599478714163
2024-08-31,Smartphone,Electronics,West,4,4512,546.71,2024,8,August,3,Saturday,12.116799645390072
2024-03-04,Camera,Electronics,West,9,7974,1965.96,2024,3,March,1,Monday,24.654627539503387
2022-04-30,Monitor,Accessories,East,6,4944,1335.04,2022,4,April,2,Saturday,27.00323624595469
2022-03-19,Printer,Office,South,3,1611,234.84,2022,3,March,1,Saturday,14.577281191806332
2024-07-05,Smartwatch,Electronics,West,9,4599,618.89,2024,7,July,3,Friday,13.457055881713414
2024-03-21,Laptop,Electronics,East,6,4380,419.3,2024,3,March,1,Thursday,9.573059360730594
2024-10-20,Headphones,Accessories,South,2,2376,580.26,2024,10,October,4,Sunday,24.421717171717173
2023-01-03,Monitor,Accessories,South,9,6588,1800.9,2023,1,January,1,Tuesday,27.33606557377049
2022-01-05,Mouse,Accessories,East,5,3745,720.08,2022,1,January,1,Wednesday,19.22777036048064
2022-06-18,Camera,Electronics,North,5,5305,1389.25,2022,6,June,2,Saturday,26.1875589066918
2023-05-19,Tablet,Electronics,North,8,1608,332.12,2023,5,May,2,Friday,20.654228855721392
2024-07-18,Monitor,Accessories,East,9,4977,745.81,2024,7,July,3,Thursday,14.985131605384767
2022-02-09,Smartphone,Electronics,East,7,4529,273.97,2022,2,February,1,Wednesday,6.0492382424376245
2024-04-15,Camera,Electronics,West,7,4690,319.42,2024,4,April,2,Monday,6.810660980810235
2024-11-12,Keyboard,Accessories,East,4,2424,544.07,2024,11,November,4,Tuesday,22.44513201320132
2024-11-27,Keyboard,Accessories,North,6,3594,610.77,2024,11,November,4,Wednesday,16.994156928213688
2022-05-03,Keyboard,Accessories,North,7,3962,491.9,2022,5,May,2,Tuesday,12.415446744068651
2024-03-14,Camera,Electronics,East,2,944,149.38,2024,3,March,1,Thursday,15.82415254237288
2022-12-20,Smartwatch,Electronics,West,6,6792,1787.97,2022,12,December,4,Tuesday,26.32464664310954
2023-03-06,Tablet,Electronics,North,7,6804,1383.81,2023,3,March,1,Monday,20.338183421516757
2024-09-20,Camera,Electronics,South,6,816,98.75,2024,9,September,3,Friday,12.10171568627451
2022-07-10,Monitor,Accessories,North,6,5916,544.59,2022,7,July,3,Sunday,9.205375253549697
2022-06-17,Mouse,Accessories,South,5,5730,310.58,2022,6,June,2,Friday,5.420244328097731
2024-05-13,Headphones,Accessories,East,7,8288,785.54,2024,5,May,2,Monday,9.47804054054054
2022-06-24,Headphones,Accessories,South,2,2046,394.93,2022,6,June,2,Friday,19.302541544477027
2022-06-05,Tablet,Electronics,East,9,5031,1149.48,2022,6,June,2,Sunday,22.8479427549195
2022-03-10,Keyboard,Accessories,South,9,1764,417.95,2022,3,March,1,Thursday,23.69331065759637
2022-07-23,Laptop,Electronics,South,8,1880,486.88,2022,7,July,3,Saturday,25.897872340425533
2023-12-25,Smartwatch,Electronics,West,2,200,10.45,2023,12,December,4,Monday,5.225
2022-10-06,Mouse,Accessories,East,3,2688,476.77,2022,10,October,4,Thursday,17.736979166666668
2023-01-02,Laptop,Electronics,West,4,3216,213.81,2023,1,January,1,Monday,6.648320895522389
2023-12-21,Camera,Electronics,East,8,8440,1504.18,2023,12,December,4,Thursday,17.822037914691943
2024-04-26,Tablet,Electronics,East,7,1582,208.42,2024,4,April,2,Friday,13.174462705436154
2024-07-12,Laptop,Electronics,North,1,58,10.79,2024,7,July,3,Friday,18.603448275862068
2022-03-26,Smartwatch,Electronics,West,8,608,163.18,2022,3,March,1,Saturday,26.838815789473685
2024-11-19,Smartphone,Electronics,North,3,183,41.82,2024,11,November,4,Tuesday,22.852459016393443
2024-07-02,Monitor,Accessories,West,5,3105,744.26,2024,7,July,3,Tuesday,23.969726247987115
2023-04-13,Monitor,Accessories,North,5,2450,485.18,2023,4,April,2,Thursday,19.80326530612245
2022-12-05,Laptop,Electronics,North,3,3024,622.29,2022,12,December,4,Monday,20.57837301587301
2023-04-20,Printer,Office,East,4,3856,747.79,2023,4,April,2,Thursday,19.392894190871367
2024-03-11,Keyboard,Accessories,West,7,532,121.03,2024,3,March,1,Monday,22.75
2023-02-19,Smartphone,Electronics,South,4,3152,307.62,2023,2,February,1,Sunday,9.759517766497462
2023-12-04,Monitor,Accessories,East,9,8586,1555.82,2023,12,December,4,Monday,18.12042860470533
2022-10-21,Monitor,Accessories,South,2,1046,273.38,2022,10,October,4,Friday,26.135755258126192
2022-02-15,Tablet,Electronics,West,4,3452,560.31,2022,2,February,1,Tuesday,16.23146002317497
2022-03-12,Monitor,Accessories,West,4,2368,361.02,2022,3,March,1,Saturday,15.245777027027026
2022-10-20,Camera,Electronics,South,2,1924,422.25,2022,10,October,4,Thursday,21.946465696465697
2022-09-19,Laptop,Electronics,West,5,4580,1148.06,2022,9,September,3,Monday,25.06681222707424
2024-11-02,Headphones,Accessories,East,5,3735,423.94,2024,11,November,4,Saturday,11.350468540829986
2023-05-13,Monitor,Accessories,North,4,2476,417.16,2023,5,May,2,Saturday,16.84814216478191
2023-07-13,Laptop,Electronics,South,2,162,16.51,2023,7,July,3,Thursday,10.19135802469136
2022-07-04,Printer,Office,West,3,258,38.03,2022,7,July,3,Monday,14.74031007751938
2022-03-19,Keyboard,Accessories,East,4,3524,998.29,2022,3,March,1,Saturday,28.328320090805903
2023-05-27,Smartwatch,Electronics,South,8,6184,1796.9,2023,5,May,2,Saturday,29.05724450194049
2023-03-07,Monitor,Accessories,West,6,3750,645.69,2023,3,March,1,Tuesday,17.2184
2022-04-15,Mouse,Accessories,South,5,1465,424.64,2022,4,April,2,Friday,28.98566552901024
2024-03-28,Camera,Electronics,North,4,4480,412.05,2024,3,March,1,Thursday,9.197544642857142
2024-02-29,Laptop,Electronics,North,8,1544,281.22,2024,2,February,1,Thursday,18.21373056994819
2024-01-21,Headphones,Accessories,North,9,7974,1181.04,2024,1,January,1,Sunday,14.811136192626034
2024-03-30,Printer,Office,East,5,5920,1679.15,2024,3,March,1,Saturday,28.364020270270277
2024-10-02,Smartwatch,Electronics,South,8,8792,2045.54,2024,10,October,4,Wednesday,23.26592356687898
2023-12-18,Smartwatch,Electronics,East,1,294,52.37,2023,12,December,4,Monday,17.812925170068024
2022-01-23,Camera,Electronics,East,7,1169,264.37,2022,1,January,1,Sunday,22.61505560307956
2024-02-14,Camera,Electronics,West,8,9232,880.52,2024,2,February,1,Wednesday,9.537694974003466
2023-10-09,Headphones,Accessories,South,4,1396,135.48,2023,10,October,4,Monday,9.704871060171918
2024-01-23,Camera,Electronics,North,9,10188,1408.18,2024,1,January,1,Tuesday,13.8219473890852
2022-09-13,Monitor,Accessories,West,2,222,23.65,2022,9,September,3,Tuesday,10.653153153153152
2024-04-03,Monitor,Accessories,West,2,1328,358.07,2024,4,April,2,Wednesday,26.963102409638555
2024-11-06,Printer,Office,East,9,5085,488.63,2024,11,November,4,Wednesday,9.609242871189776
2024-08-02,Mouse,Accessories,West,3,1245,229.73,2024,8,August,3,Friday,18.452208835341366
2022-08-18,Tablet,Electronics,South,2,960,124.02,2022,8,August,3,Thursday,12.918749999999998
2024-03-03,Smartphone,Electronics,West,9,5553,329.79,2024,3,March,1,Sunday,5.9389519178822265
2023-09-10,Keyboard,Accessories,North,2,1790,236.76,2023,9,September,3,Sunday,13.2268156424581
2024-07-11,Keyboard,Accessories,West,8,2712,247.84,2024,7,July,3,Thursday,9.138643067846608
2024-05-06,Laptop,Electronics,North,1,632,89.14,2024,5,May,2,Monday,14.104430379746836
2022-01-13,Headphones,Accessories,South,8,4904,520.74,2022,1,January,1,Thursday,10.61867862969005
2022-12-05,Keyboard,Accessories,South,1,361,58.8,2022,12,December,4,Monday,16.28808864265928
2022-02-11,Printer,Office,West,9,7290,841.07,2022,2,February,1,Friday,11.537311385459532
2024-03-08,Smartwatch,Electronics,South,4,2052,181.64,2024,3,March,1,Friday,8.851851851851851
2024-05-21,Mouse,Accessories,North,3,1842,112.85,2024,5,May,2,Tuesday,6.126492942453854
2023-12-06,Mouse,Accessories,North,9,10593,2488.69,2023,12,December,4,Wednesday,23.4937222694232
2022-08-28,Camera,Electronics,South,6,1218,129.36,2022,8,August,3,Sunday,10.620689655172416
2023-11-19,Mouse,Accessories,South,5,4240,426.41,2023,11,November,4,Sunday,10.05683962264151
2024-10-29,Keyboard,Accessories,East,2,226,38.52,2024,10,October,4,Tuesday,17.04424778761062
2022-03-25,Camera,Electronics,East,6,5154,1072.8,2022,3,March,1,Friday,20.81490104772992
2023-07-30,Mouse,Accessories,North,6,1236,304.88,2023,7,July,3,Sunday,24.666666666666668
2022-11-14,Tablet,Electronics,South,1,1179,159.42,2022,11,November,4,Monday,13.521628498727733
2024-12-29,Printer,Office,West,5,2275,313.5,2024,12,December,4,Sunday,13.78021978021978
2023-05-21,Smartwatch,Electronics,North,7,6188,1231.3,2023,5,May,2,Sunday,19.898190045248867
2023-12-16,Headphones,Accessories,West,3,2946,666.99,2023,12,December,4,Saturday,22.64052953156823
2023-09-10,Headphones,Accessories,South,5,5085,1172.12,2023,9,September,3,Sunday,23.05054080629301
2022-05-02,Keyboard,Accessories,North,2,712,205.53,2022,5,May,2,Monday,28.866573033707866
2023-02-03,Smartwatch,Electronics,East,6,648,62.25,2023,2,February,1,Friday,9.60648148148148
2023-02-02,Mouse,Accessories,North,5,2735,483.2,2023,2,February,1,Thursday,17.6672760511883
2022-12-26,Printer,Office,North,6,2910,173.45,2022,12,December,4,Monday,5.960481099656357
2022-05-15,Smartwatch,Electronics,South,1,263,69.39,2022,5,May,2,Sunday,26.384030418250955
2023-12-05,Smartphone,Electronics,North,2,876,66.68,2023,12,December,4,Tuesday,7.611872146118722
2023-11-05,Mouse,Accessories,West,1,913,162.24,2023,11,November,4,Sunday,17.769989047097482
2024-10-13,Laptop,Electronics,South,9,594,93.92,2024,10,October,4,Sunday,15.811447811447811
2022-02-27,Headphones,Accessories,South,2,956,202.14,2022,2,February,1,Sunday,21.144351464435147
2024-06-17,Laptop,Electronics,East,7,7301,2026.43,2024,6,June,2,Monday,27.755512943432407
2023-05-14,Headphones,Accessories,South,6,5754,1628.61,2023,5,May,2,Sunday,28.303962460896763
2022-06-21,Headphones,Accessories,East,4,1372,274.47,2022,6,June,2,Tuesday,20.00510204081633
